"Uniprot ID","Symbol","Protein Intensity","Z-Score"
"Q9P275","USP36","2.97602","1.13116"
"Q8NCB2","CAMKV","7.23774","1.13044"
"Q9UJA5","TRMT6","3.93063","1.1303"
"P49327","FASN","7.13667","1.12976"
"Q00577","PURA","4.34188","1.1296"
"P38117","ETFB","8.52637","1.12947"
"Q96A35","MRPL24","5.33577","1.12892"
"O14579","COPE","5.73342","1.12884"
"Q9BTC0","DIDO1","3.95766","1.12863"
"Q9UFG5","C19orf25","4.22055","1.12824"
"Q9Y5U2","TSSC4","3.79605","1.12698"
"P21281","ATP6V1B2","6.31121","1.12644"
"Q13232","NME3","3.91053","1.12358"
"P24385","CCND1","3.5516","1.12347"
"Q8WUA7","TBC1D22A","1.59403","1.123"
"O00217","NDUFS8","6.84829","1.12231"
"Q9H0U4","RAB1B","4.46023","1.12208"
"P36954","POLR2I","5.01433","1.12108"
"O00461","GOLIM4","3.74883","1.12096"
"Q9NZ45","CISD1","4.79452","1.12076"
"P05549","TFAP2A","4.47396","1.12053"
"P56181","NDUFV3","2.26941","1.12039"
"P24539","ATP5PB","6.68201","1.11988"
"P50851","LRBA","3.42814","1.11933"
"Q96EY1","DNAJA3","6.03406","1.11929"
"Q96M83","CCDC7","5.16491","1.11916"
"Q9BZZ5","API5","5.93728","1.11915"
"Q5SWX8","ODR4","3.0148","1.1188"
"Q9UKJ3","GPATCH8","3.12766","1.11869"
"Q9H0A8","COMMD4","3.78107","1.11795"
"P10155","RO60","5.05932","1.11702"
"Q8IU81","IRF2BP1","3.33464","1.11562"
"Q9H936","SLC25A22","3.45567","1.1153"
"Q9UI12","ATP6V1H","4.23831","1.1153"
"Q969J3","BORCS5","3.03189","1.11527"
"O15321","TM9SF1","3.05174","1.11481"
"Q9H8J5","MANSC1","7.38183","1.11443"
"P30046","DDT","7.03751","1.11394"
"Q9NTG7","SIRT3","2.78639","1.11224"
"Q99797","MIPEP","4.10442","1.10825"
"O75027","ABCB7","3.42627","1.10822"
"Q92826","HOXB13","2.85535","1.108"
"Q13185","CBX3","7.39431","1.10645"
"Q9H3R5","CENPH","1.83338","1.10619"
"Q15126","PMVK","5.39854","1.10599"
"O95396","MOCS3","2.58474","1.10526"
"Q14527","HLTF","3.12632","1.10438"
"Q9NW68","BSDC1","3.51661","1.10398"
"Q14493","SLBP","3.92419","1.1035"
"Q96EU6","RRP36","3.3499","1.10316"
"Q5T280","SPOUT1","4.43151","1.10294"
"P30405","PPIF","6.07021","1.10164"
"Q92932","PTPRN2","4.23167","1.1016"
"Q9UIF9","BAZ2A","3.43671","1.10046"
"Q9ULV3","CIZ1","3.12873","1.10014"
"P10253","GAA","5.72893","1.09875"
"P11177","PDHB","6.77214","1.09849"
"Q9UP83","COG5","3.45568","1.09836"
"Q86V88","MDP1","3.38281","1.0983"
"Q92820","GGH","6.05755","1.09759"
"Q8N983","MRPL43","5.73399","1.097"
"O95299","NDUFA10","5.08358","1.09667"
"P43155","CRAT","4.36414","1.09563"
"Q13546","RIPK1","2.71297","1.09498"
"Q629K1","TRIQK","4.08045","1.09447"
"P15586","GNS","6.79264","1.09407"
"Q9UIS9","MBD1","3.78739","1.09401"
"P60604","UBE2G2","4.4009","1.09332"
"Q96JM3","CHAMP1","4.62738","1.0926"
"Q96A22","C11orf52","2.39626","1.09201"
"Q9UHD9","UBQLN2","4.09536","1.0909"
"O95870","ABHD16A","3.76261","1.08927"
"Q5T6F2","UBAP2","4.15593","1.08903"
"P49748","ACADVL","7.33832","1.08784"
"O14862","AIM2","4.96251","1.08487"
"Q16864","ATP6V1F","3.81143","1.0836"
"P17568","NDUFB7","4.67457","1.08304"
"Q8N4Q1","CHCHD4","2.33049","1.08249"
"Q8NHP8","PLBD2","5.25315","1.08103"
"P31947","SFN","10.6032","1.08018"
"Q96M27","PRRC1","4.4283","1.07956"
"Q9H9B1","EHMT1","3.55915","1.07947"
"Q6DD88","ATL3","5.92319","1.07919"
"Q8TAE8","GADD45GIP1","4.74029","1.07878"
"O15305","PMM2","3.89626","1.07814"
"P08559","PDHA1","6.61803","1.07774"
"Q8TBY9","CFAP251","7.66547","1.07677"
"O95248","SBF1","2.04142","1.07582"
"Q9NVS2","MRPS18A","4.58283","1.07563"
"Q9UJC3","HOOK1","3.76111","1.07551"
"Q9NYM9","BET1L","3.99099","1.07543"
"P13804","ETFA","7.43214","1.0751"
"P00568","AK1","5.55686","1.07498"
"O43504","LAMTOR5","5.57878","1.07383"
"Q9P0M9","MRPL27","4.75412","1.0737"
"P05114","HMGN1","6.23962","1.07335"
"Q9UDY4","DNAJB4","3.9131","1.07198"
"O15297","PPM1D","3.45703","1.07175"
"Q96GX9","APIP","4.11921","1.07166"
"Q5W111","SPRYD7","3.71922","1.07165"
"Q9Y3C8","UFC1","5.74026","1.07152"
"P60520","GABARAPL2","4.62202","1.07051"
"Q9Y678","COPG1","5.33222","1.06934"
"P54819","AK2","8.04998","1.06883"
"O14545","TRAFD1","2.89637","1.06874"
"Q3KQV9","UAP1L1","3.82268","1.06821"
"Q14181","POLA2","3.45257","1.06659"
"Q8IV63","VRK3","2.79435","1.06619"
"P49458","SRP9","6.67495","1.06491"
"Q8NDD1","C1orf131","3.26753","1.06378"
"Q5VTB9","RNF220","2.8738","1.06325"
"Q13608","PEX6","3.15005","1.06285"
"Q5EBL4","RILPL1","2.53863","1.06222"
"Q96DF8","ESS2","2.60521","1.06087"
"P23467","PTPRB","2.59744","1.06009"
"Q3ZLR7","SUPT20HL1","3.37435","1.05981"
"Q9BYB4","GNB1L","2.97772","1.05944"
"Q9NYH9","UTP6","2.28575","1.05893"
"Q9P0R6","GSKIP","2.91213","1.05678"
"Q9NQT4","EXOSC5","4.52933","1.05674"
"P51580","TPMT","3.64244","1.05652"
"P48637","GSS","6.25137","1.05571"
"Q96PE7","MCEE","3.44996","1.05548"
"Q6SPF0","SAMD1","4.05372","1.05509"
"O96000","NDUFB10","6.80833","1.05464"
"Q9H267","VPS33B","2.50759","1.05444"
"Q9BRG1","VPS25","4.13176","1.05438"
"Q96IU4","ABHD14B","5.15092","1.05418"
"Q9H4I3","TRABD","3.97764","1.05366"
"O43736","ITM2A","3.85691","1.05272"
"Q9Y224","RTRAF","5.31273","1.0522"
"O43676","NDUFB3","4.29887","1.05174"
"P06276","BCHE","3.68633","1.05087"
"Q96B01","RAD51AP1","2.98531","1.04805"
"Q9NR28","DIABLO","6.05922","1.04659"
"O96028","NSD2","3.37954","1.04528"
"Q99714","HSD17B10","8.49117","1.04518"
"Q96CT7","CCDC124","6.16237","1.04147"
"Q8WUK0","PTPMT1","3.80484","1.04137"
"P78316","NOP14","4.32424","1.0413"
"Q8IV48","ERI1","2.675","1.0412"
"O00308","WWP2","1.93357","1.04104"
"Q96K17","BTF3L4","6.6749","1.04085"
"P51003","PAPOLA","2.89307","1.04075"
"Q8TB22","SPATA20","3.31356","1.03588"
"A6NFI3","ZNF316","2.80784","1.03569"
"Q8WVC0","LEO1","3.07541","1.03519"
"O95139","NDUFB6","3.94196","1.03519"
"Q9Y2H5","PLEKHA6","3.45736","1.0347"
"Q96FH0","BORCS8","3.40043","1.03454"
"P48730","CSNK1D","2.91414","1.03426"
"O15078","CEP290","8.32236","1.03384"
"A5D8V6","VPS37C","5.64458","1.03372"
"Q9Y2Z9","COQ6","3.45408","1.03339"
"P13798","APEH","5.52961","1.03333"
"Q14232","EIF2B1","3.35245","1.03279"
"P51124","GZMM","3.33139","1.03164"
"Q6PJW8","CNST","2.30703","1.03101"
"Q9BVN2","RUSC1","2.45431","1.03092"
"O14828","SCAMP3","5.14104","1.03064"
"Q8WXF8","DEDD2","3.93554","1.03049"
"Q8NI22","MCFD2","3.10124","1.02994"
"Q9NQ32","C11orf16","4.99592","1.02979"
"Q5VW32","BROX","3.22768","1.02947"
"Q96AC1","FERMT2","4.62486","1.02895"
"P60174","TPI1","10.5012","1.02758"
"P22670","RFX1","2.77333","1.02566"
"O94992","HEXIM1","3.18889","1.02448"
"Q15154","PCM1","4.0097","1.02374"
"Q02083","NAAA","2.91047","1.02302"
"Q9BSV6","TSEN34","3.19858","1.02283"
"Q03154","ACY1","4.49602","1.02116"
"Q9BXS4","TMEM59","2.44028","1.01968"
"O00115","DNASE2","6.38132","1.0182"
"P02768","ALB","6.54884","1.01758"
"Q9H3S7","PTPN23","3.52855","1.01706"
"Q13740","ALCAM","6.69237","1.01615"
"Q7L2E3","DHX30","4.84177","1.01589"
"Q9NR77","PXMP2","2.57528","1.01588"
"O14732","IMPA2","3.46147","1.01527"
"P12111","COL6A3","5.4979","1.01374"
"P30047","GCHFR","3.45058","1.0132"
"Q8IWR1","TRIM59","3.19906","1.01312"
"O60220","TIMM8A","4.41911","1.01285"
"Q96B54","ZNF428","3.92475","1.01284"
"Q99798","ACO2","7.09261","1.01264"
"Q96BR5","COA7","3.77814","1.01241"
"Q96D71","REPS1","3.36186","1.01228"
"Q15437","SEC23B","3.59335","1.01178"
"P36404","ARL2","3.8776","1.01165"
"Q5T5C0","STXBP5","3.32002","1.01044"
"Q10713","PMPCA","5.60316","1.01039"
"Q96HR8","NAF1","2.32897","1.00992"
"Q8IUZ5","PHYKPL","5.97903","1.00982"
"Q13444","ADAM15","3.42923","1.00921"
"Q9Y5M8","SRPRB","5.77205","1.00857"
"Q86U06","RBM23","2.10061","1.00611"
"P49821","NDUFV1","5.35172","1.00596"
"P01033","TIMP1","3.88921","1.00525"
"O95487","SEC24B","2.3573","1.0048"
"Q9BUL5","PHF23","2.65172","1.003"
"Q13123","IK","5.35063","1.00273"
"Q9Y4X5","ARIH1","2.60633","1.00242"
"O43181","NDUFS4","4.62575","1.00107"
"P20700","LMNB1","9.31851","0.999696"
"Q6PJ69","TRIM65","2.94759","0.999359"
"Q9Y6U3","SCIN","5.25037","0.998515"
"Q2TAA2","IAH1","4.12892","0.998298"
"P20674","COX5A","8.09552","0.998106"
"Q8WU76","SCFD2","2.77774","0.997068"
"Q8N8N7","PTGR2","3.10061","0.996892"
"P54289","CACNA2D1","4.89732","0.996539"
"Q13557","CAMK2D","4.45357","0.995568"
"Q9HD42","CHMP1A","5.65888","0.993341"
"Q8IXM3","MRPL41","5.45737","0.992733"
"Q8IWT6","LRRC8A","3.45987","0.992617"
"Q7Z7E8","UBE2Q1","3.441","0.992142"
"Q8TBF5","PIGX","2.84697","0.9918"
"Q96P16","RPRD1A","4.35571","0.991728"
"Q92733","PRCC","3.4734","0.991667"
"Q07960","ARHGAP1","4.86379","0.99134"
"P27144","AK4","6.35963","0.990229"
"Q8NBN3","TMEM87A","2.87886","0.987856"
"Q5TAX3","TUT4","6.64049","0.98614"
"Q86Y82","STX12","4.9154","0.985716"
"O95758","PTBP3","4.77752","0.985635"
"A0AV96","RBM47","4.05534","0.98562"
"Q14789","GOLGB1","4.57776","0.985404"
"Q13242","SRSF9","7.24608","0.984936"
"P28340","POLD1","6.17075","0.983043"
"P53007","SLC25A1","4.75331","0.982385"
"Q9NSK0","KLC4","3.66249","0.982317"
"Q96IX5","ATP5MK","6.13401","0.982288"
"Q9NX55","HYPK","4.10452","0.982053"
"Q12792","TWF1","4.51946","0.981669"
"Q96JQ2","CLMN","3.01011","0.981286"
"P08651","NFIC","4.30246","0.981275"
"Q06587","RING1","4.12404","0.981259"
"Q9NQZ5","STARD7","2.58317","0.980551"
"P49916","LIG3","4.45992","0.979747"
"Q5JSH3","WDR44","2.56489","0.979384"
"Q13901","C1D","4.24699","0.978802"
"O00148","DDX39A","4.2908","0.978551"
"P23588","EIF4B","7.98844","0.978495"
"O75489","NDUFS3","5.87306","0.978414"
"P51511","MMP15","3.78453","0.976669"
"P21283","ATP6V1C1","3.99304","0.975123"
"P50542","PEX5","3.2727","0.974389"
"A0A0U1RRE5","NBDY","3.22784","0.973484"
"Q5TEC6","H3-2","9.0498","0.973033"
"Q6ZNB6","NFXL1","2.579","0.972929"
"Q13057","COASY","3.82947","0.972247"
"Q2TB10","ZNF800","3.3083","0.969954"
"O43615","TIMM44","6.61864","0.969823"
"Q13162","PRDX4","7.43548","0.969031"
"P49755","TMED10","6.15211","0.968915"
"Q8N5M9","JAGN1","2.55953","0.96887"
"Q9UQ80","PA2G4","8.24253","0.968661"
"O95394","PGM3","4.82437","0.968309"
"O75891","ALDH1L1","3.77926","0.967162"
"P40692","MLH1","2.42496","0.966943"
"Q8N4T8","CBR4","3.34671","0.966613"
"P31040","SDHA","7.09359","0.966284"
"Q9NVK5","FGFR1OP2","2.52894","0.965161"
"Q99611","SEPHS2","3.6651","0.965059"
"O76071","CIAO1","4.26372","0.964918"
"Q8TBA6","GOLGA5","3.93481","0.964858"
"Q96MF7","NSMCE2","2.96379","0.964479"
"Q9ULX6","AKAP8L","4.01129","0.963871"
"P28331","NDUFS1","5.94543","0.963179"
"Q9BUB7","TMEM70","7.04341","0.963105"
"Q9NWU1","OXSM","2.95548","0.96303"
"Q6PI48","DARS2","5.29235","0.963008"
"Q04609","FOLH1","4.93533","0.96257"
"Q9BRK5","SDF4","4.8316","0.962356"
"Q9GZU8","PSME3IP1","4.28434","0.9616"
"Q9HA65","TBC1D17","2.28613","0.960046"
"Q9P2M7","CGN","4.5766","0.959648"
"P49754","VPS41","2.47626","0.959646"
"P52597","HNRNPF","7.42593","0.959204"
"Q8TAP9","MPLKIP","3.177","0.958445"
"Q8N7J2","AMER2","3.45788","0.957528"
"O43805","SSNA1","3.79989","0.956301"
"Q96DV4","MRPL38","5.53547","0.955852"
"P20073","ANXA7","6.35953","0.955571"
"P49750","YLPM1","4.5953","0.955092"
"Q99801","NKX3-1","2.15449","0.954638"
"O75528","TADA3","1.71262","0.954527"
"Q96HY6","DDRGK1","5.50691","0.954284"
"Q08379","GOLGA2","5.52878","0.953919"
"Q9H7Z7","PTGES2","5.16904","0.953515"
"Q9H5Q4","TFB2M","4.18714","0.952489"
"Q12904","AIMP1","6.31458","0.952448"
"Q5T0F9","CC2D1B","3.43262","0.952446"
"Q9Y365","STARD10","4.62325","0.951667"
"Q9C0C2","TNKS1BP1","5.04257","0.951584"
"Q8NCF5","NFATC2IP","3.46808","0.951131"
"Q6NZ67","MZT2B","3.06435","0.95098"
"Q96NB3","ZNF830","1.51921","0.950838"
"Q9NWT8","AURKAIP1","3.08758","0.950625"
"Q5TCS8","AK9","4.13708","0.950387"
"P61599","NAA20","3.20276","0.949276"
"Q86Y79","PTRH1","2.92872","0.949131"
"Q7Z2W9","MRPL21","5.0023","0.949028"
"Q8NBN7","RDH13","5.14957","0.949008"
"O75414","NME6","2.93796","0.948664"
"Q7Z6I8","C5orf24","3.05524","0.948653"
"Q9NQP4","PFDN4","4.46995","0.946955"
"P68371","TUBB4B","8.67801","0.945299"
"Q8TE77","SSH3","3.42969","0.944698"
"Q93050","ATP6V0A1","4.86111","0.944231"
"P61927","RPL37","4.26496","0.944151"
"Q9BQ52","ELAC2","3.45079","0.944015"
"Q6IN85","PPP4R3A","2.73185","0.943906"
"Q96TA2","YME1L1","4.28715","0.942463"
"P09497","CLTB","5.55827","0.941717"
"Q8NBU5","ATAD1","4.35379","0.940815"
"O60293","ZFC3H1","2.15746","0.940542"
"Q9BS26","ERP44","7.32543","0.94052"
"Q8IUR0","TRAPPC5","3.39312","0.9401"
"P36915","GNL1","3.63857","0.939861"
"P11474","ESRRA","1.40788","0.939599"
"Q8N392","ARHGAP18","2.89837","0.939316"
"Q9UJY5","GGA1","2.88494","0.938743"
"P51116","FXR2","4.42403","0.937829"
"Q8WZA9","IRGQ","4.55432","0.936969"
"Q9Y3D7","PAM16","5.44473","0.936293"
"P09104","ENO2","5.55863","0.935893"
"P35052","GPC1","4.78139","0.934971"
"O00566","MPHOSPH10","4.42609","0.934788"
"P62310","LSM3","6.76151","0.934536"
"P27816","MAP4","6.28614","0.933513"
"Q9Y606","PUS1","4.02119","0.933112"
"Q8WWV3","RTN4IP1","2.68153","0.931603"
"O00401","WASL","4.37653","0.931511"
"Q6P587","FAHD1","5.69731","0.931401"
"A6NCS6","C2orf72","3.43725","0.930735"
"P55268","LAMB2","3.84293","0.930016"
"Q9Y6M9","NDUFB9","4.29952","0.929883"
"A0JLT2","MED19","2.52109","0.928527"
"P15927","RPA2","4.79028","0.927154"
"Q13268","DHRS2","5.70646","0.926448"
"Q9H410","DSN1","2.80476","0.92643"
"Q96CB8","INTS12","3.58596","0.926364"
"Q9BV57","ADI1","3.97264","0.926346"
"Q12789","GTF3C1","3.59121","0.92599"
"O60828","PQBP1","4.45496","0.925504"
"P82650","MRPS22","4.60232","0.925446"
"O75629","CREG1","5.73072","0.925262"
"Q8N0V3","RBFA","2.46485","0.923655"
"Q06265","EXOSC9","4.01086","0.923156"
"O75964","ATP5MG","7.08953","0.923021"
"Q9UQR0","SCML2","3.62832","0.922871"
"Q8N183","NDUFAF2","4.92146","0.922764"
"P00505","GOT2","8.32691","0.921813"
"Q9UBW8","COPS7A","3.19365","0.920657"
"Q9BVJ7","DUSP23","3.93988","0.919566"
"Q9P031","CCDC59","3.5386","0.918956"
"A7E2V4","ZSWIM8","4.8528","0.918247"
"Q9H9Y2","RPF1","3.5004","0.917954"
"P54132","BLM","4.13703","0.917883"
"Q96M86","DNHD1","5.40022","0.917536"
"Q01658","DR1","5.30529","0.917307"
"Q96C01","FAM136A","5.49848","0.91678"
"Q13541","EIF4EBP1","3.40538","0.916362"
"Q7Z333","SETX","5.43745","0.916272"
"P36776","LONP1","6.7518","0.916204"
"Q86TN4","TRPT1","3.44194","0.916195"
"Q12931","TRAP1","9.0463","0.915823"
"Q9C0I9","LRRC27","4.34096","0.915806"
"P63173","RPL38","7.38255","0.915001"
"Q9H6T3","RPAP3","3.59466","0.914642"
"P41567","EIF1","3.74375","0.914446"
"Q7Z6E9","RBBP6","2.85421","0.913916"
"Q9H446","RWDD1","3.76934","0.913745"
"O15085","ARHGEF11","2.53654","0.913031"
"Q86VN1","VPS36","3.64516","0.912946"
"Q9BYD6","MRPL1","5.05392","0.912587"
"Q96IZ0","PAWR","4.05961","0.912412"
"Q14197","MRPL58","5.52633","0.912121"
"Q8TD16","BICD2","3.28591","0.911491"
"Q7Z7B0","FILIP1","3.15681","0.91077"
"Q9NRR5","UBQLN4","2.99274","0.909373"
"P05388","RPLP0","7.00348","0.908846"
"Q92667","AKAP1","4.5671","0.908611"
"Q7L775","EPM2AIP1","2.57011","0.90856"
"P36957","DLST","8.64368","0.90813"
"Q6IAN0","DHRS7B","3.05862","0.908013"
"Q9BRQ0","PYGO2","2.71249","0.907685"
"P17544","ATF7","1.47573","0.906982"
"Q5XKP0","MICOS13","4.11494","0.905605"
"P00367","GLUD1","7.49697","0.905572"
"Q9NP61","ARFGAP3","3.40917","0.90539"
"Q16891","IMMT","7.54423","0.904087"
"O15239","NDUFA1","4.05829","0.903777"
"P56645","PER3","4.42872","0.9035"
"O96011","PEX11B","3.89323","0.902344"
"Q53EU6","GPAT3","3.61774","0.900992"
"Q06124","PTPN11","4.79013","0.900038"
"O75600","GCAT","3.45991","0.899652"
"O43681","GET3","6.70055","0.898956"
"Q6PL18","ATAD2","3.62568","0.898488"
"Q5T1C6","THEM4","3.27737","0.898168"
"Q6ZW49","PAXIP1","2.23765","0.897808"
"Q6IN84","MRM1","3.23413","0.897745"
"Q9H2W6","MRPL46","5.44994","0.897099"
"Q9BQC6","MRPL57","4.14793","0.895461"
"Q9UBV8","PEF1","4.13332","0.894339"
"Q9BXR0","QTRT1","3.96999","0.891813"
"Q96MW5","COG8","3.24495","0.890262"
"Q9H3P2","NELFA","2.91203","0.889646"
"Q9Y5E5","PCDHB4","4.84434","0.889513"
"Q07002","CDK18","4.2023","0.889146"
"Q8IY18","SMC5","2.74167","0.888605"
"P62750","RPL23A","8.17613","0.888286"
"P53803","POLR2K","5.11081","0.88716"
"P15954","COX7C","6.48058","0.887159"
"P38646","HSPA9","10.0784","0.886088"
"P04049","RAF1","2.54621","0.886051"
"P31150","GDI1","4.54223","0.885897"
"O60563","CCNT1","1.7762","0.885454"
"Q8IWX8","CHERP","5.16581","0.885335"
"P82912","MRPS11","3.60475","0.885324"
"Q9HD20","ATP13A1","3.95732","0.884925"
"Q04760","GLO1","8.03011","0.88463"
"Q92552","MRPS27","4.62306","0.884625"
"Q08945","SSRP1","6.3092","0.884471"
"Q9UBQ5","EIF3K","6.00156","0.884155"
"Q14165","MLEC","6.00249","0.883606"
"P33316","DUT","7.15375","0.883187"
"Q9UFN0","NIPSNAP3A","4.03718","0.881816"
"Q7L5N1","COPS6","4.02568","0.881628"
"Q96HY7","DHTKD1","4.1707","0.881219"
"Q99497","PARK7","8.43261","0.880841"
"P35244","RPA3","5.773","0.880541"
"Q9NQX3","GPHN","4.09432","0.880093"
"O94915","FRYL","5.90743","0.879782"
"Q15024","EXOSC7","3.88872","0.878527"
"P29218","IMPA1","4.59584","0.877527"
"Q9Y2W7","KCNIP3","4.32849","0.877179"
"P27694","RPA1","4.3431","0.877152"
"Q9UHY7","ENOPH1","3.88814","0.87709"
"Q8NEY8","PPHLN1","5.45636","0.876606"
"Q8TB96","ITFG1","3.95053","0.876549"
"Q9BZJ0","CRNKL1","3.65141","0.876504"
"Q9NRY4","ARHGAP35","2.17019","0.875478"
"Q6QNY1","BLOC1S2","4.41198","0.875049"
"Q9H3P7","ACBD3","3.22951","0.874777"
"Q9Y5Q8","GTF3C5","2.55443","0.874548"
"P82673","MRPS35","4.07763","0.874426"
"P08397","HMBS","4.22343","0.874252"
"Q7Z422","SZRD1","2.82897","0.874227"
"Q8N806","UBR7","4.25046","0.873396"
"P62910","RPL32","5.38546","0.872376"
"Q7Z6K5","ARPIN","2.91837","0.871966"
"Q9BTE3","MCMBP","3.57795","0.871403"
"Q6IA17","SIGIRR","3.23567","0.871274"
"Q9H0P0","NT5C3A","3.63854","0.871272"
"Q05086","UBE3A","3.16536","0.870342"
"Q9UK45","LSM7","6.63035","0.869634"
"Q53ET0","CRTC2","2.58153","0.869523"
"P32969","RPL9","7.55746","0.869106"
"Q96J01","THOC3","4.48956","0.867313"
"Q13098","GPS1","4.46798","0.867093"
"Q9Y3B2","EXOSC1","3.37476","0.866625"
"P62072","TIMM10","4.39701","0.866114"
"O95757","HSPA4L","4.98631","0.865419"
"O96008","TOMM40","5.17966","0.865096"
"Q9H582","ZNF644","2.10279","0.864145"
"Q9UEE9","CFDP1","4.11396","0.864106"
"Q9UHF7","TRPS1","3.32825","0.863658"
"O95450","ADAMTS2","3.44744","0.86327"
"Q5RKV6","EXOSC6","5.12397","0.862865"
"P27544","CERS1","3.19153","0.862683"
"Q96EL3","MRPL53","5.19486","0.862286"
"Q8IV32","CCDC71","3.90157","0.861613"
"Q5TCQ9","MAGI3","1.59413","0.860409"
"O95249","GOSR1","2.7941","0.860352"
"P17028","ZNF24","3.40185","0.859569"
"Q9H0W9","C11orf54","4.13708","0.858101"
"Q96CN7","ISOC1","4.08407","0.858091"
"P23921","RRM1","4.31362","0.857925"
"P61513","RPL37A","3.68303","0.857796"
"O94855","SEC24D","3.16354","0.857423"
"Q9NPF5","DMAP1","1.80929","0.85635"
"Q9GZS3","WDR61","4.92343","0.855249"
"Q9UKD1","GMEB2","2.97689","0.855057"
"Q9BU61","NDUFAF3","4.22295","0.854566"
"Q96E11","MRRF","5.03909","0.85452"
"P22830","FECH","3.12679","0.85371"
"Q96C86","DCPS","4.67597","0.853007"
"O00268","TAF4","2.23344","0.852306"
"P18887","XRCC1","4.56422","0.851935"
"A3KMH1","VWA8","3.48518","0.851599"
"O15160","POLR1C","5.60611","0.850379"
"P51970","NDUFA8","4.57086","0.849598"
"Q8NDX5","PHC3","2.31392","0.849581"
"O43865","AHCYL1","3.63628","0.849262"
"P61081","UBE2M","6.14723","0.846667"
"Q9BTT4","MED10","3.19223","0.846432"
"Q01844","EWSR1","6.60003","0.846002"
"Q8WY22","BRI3BP","5.86661","0.845217"
"Q9H9Y6","POLR1B","3.21201","0.843758"
"Q8IWZ8","SUGP1","2.90469","0.843662"
"Q9Y4E8","USP15","3.21263","0.84351"
"P52655","GTF2A1","3.43758","0.843445"
"P46776","RPL27A","8.71271","0.843338"
"Q9BYD3","MRPL4","4.89623","0.842907"
"Q01664","TFAP4","2.67771","0.842587"
"P99999","CYCS","7.64461","0.842411"
"O75306","NDUFS2","5.28848","0.841655"
"Q92576","PHF3","2.66849","0.841465"
"P13747","HLA-E","3.25608","0.841287"
"P50579","METAP2","3.80902","0.840243"
"Q8WZ82","OVCA2","3.44192","0.838587"
"O75638","CTAG2","2.42179","0.838401"
"Q8N465","D2HGDH","3.39699","0.838119"
"O95202","LETM1","6.09259","0.836614"
"O60610","DIAPH1","4.8247","0.836589"
"O95336","PGLS","6.3888","0.836271"
"P30050","RPL12","9.20593","0.835946"
"O95365","ZBTB7A","2.50826","0.835589"
"Q7Z589","EMSY","1.78321","0.834585"
"P35222","CTNNB1","6.35303","0.832532"
"Q9H6E5","TUT1","2.5024","0.832082"
"P31937","HIBADH","5.22234","0.831938"
"Q2TBE0","CWF19L2","3.04196","0.831897"
"Q5TDH0","DDI2","4.55711","0.831821"
"A8MTT3","CEBPZOS","1.39721","0.831313"
"Q5H9R4","ARMCX4","3.98726","0.831272"
"Q68CQ4","UTP25","2.89719","0.830106"
"Q5TGZ0","MICOS10","5.15989","0.829385"
"P01034","CST3","3.82679","0.829251"
"P48444","ARCN1","6.20834","0.828765"
"Q99549","MPHOSPH8","3.34868","0.828032"
"Q6ZU15","SEPTIN14","6.3289","0.827714"
"Q13825","AUH","3.91185","0.82743"
"Q9NWS0","PIH1D1","3.5003","0.826948"
"Q9H2J4","PDCL3","3.90872","0.826722"
"Q86YB7","ECHDC2","3.92325","0.826586"
"P51531","SMARCA2","3.35958","0.826296"
"Q01959","SLC6A3","3.6944","0.825691"
"Q8IZ02","LRRC34","4.20691","0.825157"
"Q9UN86","G3BP2","5.32839","0.824925"
"Q8N9H9","C1orf127","4.87109","0.824534"
"P53004","BLVRA","5.39136","0.824515"
"Q9Y2G8","DNAJC16","3.64104","0.824414"
"Q3MHD2","LSM12","4.14292","0.824199"
"P26640","VARS","5.66158","0.822405"
"Q9NZN8","CNOT2","3.46912","0.822092"
"P61086","UBE2K","5.54696","0.821948"
"Q9Y2I8","WDR37","3.16909","0.821321"
"Q9UJZ1","STOML2","7.21693","0.820309"
"P63151","PPP2R2A","3.24526","0.819527"
"Q9UBU9","NXF1","4.11522","0.81952"
"P42766","RPL35","7.05785","0.818426"
"Q9UKG1","APPL1","3.3177","0.817257"
"P42330","AKR1C3","5.01492","0.815347"
"Q9UBX1","CTSF","3.53355","0.814395"
"Q15599","SLC9A3R2","4.61033","0.814375"
"Q12796","PNRC1","4.05186","0.814094"
"P28290","ITPRID2","4.29063","0.813599"
"P19387","POLR2C","4.61153","0.812163"
"Q8TAQ2","SMARCC2","5.05466","0.810999"
"Q96S66","CLCC1","4.861","0.810778"
"Q6YN16","HSDL2","6.11346","0.810718"
"Q96S52","PIGS","3.88032","0.810558"
"Q6ZT21","TMPPE","1.60697","0.810009"
"Q7Z4V5","HDGFL2","4.93896","0.80995"
"Q5JTH9","RRP12","5.55552","0.809304"
"Q9BPX6","MICU1","2.28494","0.808898"
"Q75N03","CBLL1","2.47292","0.808404"
"Q9H9P8","L2HGDH","3.44914","0.807021"
"Q9UMX0","UBQLN1","5.31822","0.806508"
"Q9BXK1","KLF16","2.96726","0.805964"
"O95295","SNAPIN","2.87281","0.805899"
"Q9Y3D3","MRPS16","5.21885","0.805762"
"Q96EH3","MALSU1","3.26965","0.80568"
"P30101","PDIA3","9.83208","0.805197"
"Q14244","MAP7","3.74027","0.804524"
"Q9UHC7","MKRN1","2.15582","0.804464"
"Q8N4V1","MMGT1","3.45235","0.80306"
