Uniprot ID,Symbol,Protein Intensity,Prot_Z_Score,read_count,fpkm,tpm,driver gene method_of_action
Q96T58,SPEN,2.34158,-0.545278,16138,19.82,72.01,ambiguous
Q96T58,SPEN,2.34158,-0.545278,16138,19.82,72.01,ambiguous
Q96T58,SPEN,2.34158,-0.545278,16138,19.82,72.01,ambiguous
Q13501,SQSTM1,3.32267,-0.546254,3559,7.59,27.57,
Q96CS3,FAF2,4.11879,-0.546543,6890,18.9,68.66,
Q9Y6V0,PCLO,3.91427,-0.546826,4156,2.97,10.79,
Q99618,CDCA3,2.45527,-0.548249,4912,14.19,51.55,
Q13951,CBFB,3.7348,-0.548272,4369,17.28,62.78,ambiguous
Q9H2M9,RAB3GAP2,2.56245,-0.548426,4567,7.21,26.19,
P30419,NMT1,3.47194,-0.548497,7028,17.21,62.52,
Q8IV56,PRR15,2.5305,-0.548511,574,4.73,17.18,
O75487,GPC4,2.76867,-0.549029,1514,4.98,18.09,
Q9H089,LSG1,3.47705,-0.54938,5161,17.49,63.54,
P51532,SMARCA4,3.87487,-0.54979,10623,15.67,56.93,LoF
O75792,RNASEH2A,2.51685,-0.550015,3633,29.09,105.68,
Q9H488,POFUT1,2.63542,-0.550288,4991,12.68,46.07,
O60216,RAD21,4.83989,-0.550652,27481,72.47,263.28,ambiguous
A8K8P3,SFI1,5.8769,-0.55179,2945,3.95,14.35,
Q86UT6,NLRX1,1.02234,-0.551975,1821,5.59,20.31,
Q9H583,HEATR1,3.40818,-0.552121,9412,16.98,61.69,
Q8IY67,RAVER1,3.59142,-0.552457,2078,6.81,24.74,
Q96TA1,NIBAN2,3.85143,-0.554117,6096,21.5,78.11,
O43847,NRDC,2.38234,-0.554407,12337,29.74,108.05,
Q9UNS1,TIMELESS,1.68667,-0.554816,19604,55.02,199.89,
O15523,DDX3Y,3.38615,-0.555023,8149,23.19,84.25,
Q96IR7,HPDL,2.90511,-0.555491,354,3.55,12.9,
Q53H96,PYCR3,2.02791,-0.555662,2283,11.49,41.74,
Q9NY59,SMPD3,1.19334,-0.556009,2109,4.81,17.47,
Q8TCT9,HM13,2.4249,-0.556549,6378,10.41,37.82,
Q06830,PRDX1,8.05513,-0.556702,14351,153.97,559.38,
Q9UI32,GLS2,2.30995,-0.556758,368,1.45,5.27,
P26196,DDX6,4.1243,-0.557552,14293,20.39,74.08,ambiguous
Q9UKD2,MRTO4,4.34621,-0.558135,4337,25.1,91.19,
Q8NFH5,NUP35,4.51643,-0.559057,1935,7.81,28.37,
Q8IY37,DHX37,2.23867,-0.559896,2912,7.19,26.12,
P78527,PRKDC,6.02073,-0.560707,48351,51.21,186.05,
Q7Z478,DHX29,1.62757,-0.562688,3216,11.09,40.29,
Q69YN2,CWF19L1,2.33312,-0.563449,1976,8.1,29.43,
Q9BX66,SORBS1,1.61051,-0.563501,2289,3.45,12.53,
Q12888,TP53BP1,3.54269,-0.564396,5821,7.32,26.59,
Q14697,GANAB,8.34364,-0.564834,43267,140.54,510.58,
Q5W0Z9,ZDHHC20,1.87397,-0.566341,15025,44.02,159.93,
Q07817,BCL2L1,2.85016,-0.568019,1555,7.66,27.83,
O75431,MTX2,3.74504,-0.568079,1144,10.88,39.53,
P59998,ARPC4,6.32316,-0.568221,3378,15.29,55.55,
O14929,HAT1,2.23959,-0.568518,4224,10.16,36.91,
O60870,KIN,1.29479,-0.568644,1360,3.24,11.77,
O60306,AQR,2.70479,-0.56992,6138,7.41,26.92,
Q86XZ4,SPATS2,1.79468,-0.569976,3539,8.45,30.7,
Q9BWW4,SSBP3,1.89348,-0.570142,2612,8.16,29.65,
Q6UWP7,LCLAT1,3.83891,-0.571085,2362,5.13,18.64,
Q96EL2,MRPS24,2.52167,-0.571232,1085,6.78,24.63,
P61764,STXBP1,2.86123,-0.573115,1445,3.55,12.9,
P26641,EEF1G,6.95578,-0.574235,31,0.19,0.69,
P62834,RAP1A,1.85456,-0.57556,2860,8.44,30.66,
Q9NX00,TMEM160,0.525679,-0.577032,79,1.95,7.08,
P47897,QARS1,4.54705,-0.578761,11464,41.69,151.46,
P04632,CAPNS1,4.99167,-0.579338,22192,104.19,378.52,
Q9H6R4,NOL6,3.30633,-0.581668,5356,14.81,53.8,
Q96NW7,LRRC7,2.95864,-0.582701,272,0.3,1.09,
Q96AY3,FKBP10,4.79778,-0.582858,7447,28.46,103.4,
A2RRP1,NBAS,3.46132,-0.583831,3163,5.77,20.96,
Q7L5Y9,MAEA,1.2839,-0.584746,4861,8.05,29.25,
P11802,CDK4,2.46601,-0.586086,12089,62.31,226.37,Act
P21796,VDAC1,8.3824,-0.587795,13241,68.36,248.35,
P62318,SNRPD3,8.10517,-0.588365,6470,41.53,150.88,
A6NJ78,METTL15,1.42509,-0.588722,2522,7.49,27.21,
Q9H2P9,DPH5,1.33286,-0.588847,2211,12.16,44.18,
Q15750,TAB1,2.38806,-0.589875,2218,8.13,29.54,
O94913,PCF11,1.90742,-0.59086,4664,7.65,27.79,
Q13554,CAMK2B,1.24937,-0.591283,438,0.88,3.2,
Q16385,SSX2B,2.40942,-0.593135,79,0.57,2.07,
Q16385,SSX2,2.40942,-0.593135,224,1.88,6.83,Act
Q8TDL5,BPIFB1,1.82747,-0.594261,86,0.45,1.63,
Q9Y3T9,NOC2L,3.21453,-0.595914,12350,36.41,132.28,
Q9UNH7,SNX6,3.48946,-0.596334,5032,20.02,72.73,
Q9UBR2,CTSZ,4.68786,-0.597081,2476,19.84,72.08,
Q8TC94,ACTL9,2.57171,-0.597784,0,0.0,0.0,
Q13823,GNL2,2.9131,-0.599338,6310,17.94,65.18,
P62942,FKBP1A,3.33245,-0.599548,6765,42.87,155.75,
Q15744,CEBPE,2.24851,-0.599615,0,0.0,0.0,
O00170,AIP,4.9314,-0.600333,1797,17.89,64.99,
Q9Y3Q3,TMED3,1.50503,-0.600527,4357,3.65,13.26,
P20042,EIF2S2,4.76903,-0.602333,9854,60.58,220.09,
Q06330,RBPJ,1.45928,-0.602637,9910,17.49,63.54,
P29762,CRABP1,2.5518,-0.602844,156,2.57,9.34,
Q5SRE5,NUP188,2.42614,-0.603526,16026,32.54,118.22,
Q9Y496,KIF3A,1.34444,-0.60371,3473,8.27,30.05,
Q562E7,WDR81,2.17652,-0.605367,2876,5.93,21.54,
Q7L4I2,RSRC2,1.4892,-0.605841,8954,16.73,60.78,
Q9Y490,TLN1,5.33858,-0.605964,10520,17.05,61.94,
Q9Y5X1,SNX9,1.97964,-0.606133,4313,15.16,55.08,
Q9NQX7,ITM2C,1.61247,-0.606382,2629,16.44,59.73,
Q9UPT8,ZC3H4,3.28431,-0.607094,1991,5.0,18.17,
O94901,SUN1,2.72215,-0.607471,14179,19.6,71.21,
O15145,ARPC3,5.5124,-0.608423,10213,55.13,200.29,
P51178,PLCD1,0.982971,-0.609908,169,0.64,2.33,
Q7Z2T5,TRMT1L,1.75129,-0.610353,2179,7.2,26.16,
P45984,MAPK9,2.02055,-0.610837,5627,10.26,37.27,
Q9ULP9,TBC1D24,0.218261,-0.61116,3513,6.21,22.56,
Q9Y657,SPIN1,2.64294,-0.61204,8967,29.8,108.26,
Q9H3N1,TMX1,5.98959,-0.612234,5821,21.13,76.77,
Q9BUF5,TUBB6,3.80146,-0.612414,1805,7.16,26.01,
P20827,EFNA1,1.41653,-0.612546,3003,19.31,70.15,
P60660,MYL6,6.98946,-0.612733,21185,75.06,272.69,
Q7Z6I6,ARHGAP30,3.43614,-0.612863,68,0.22,0.8,
Q6P087,RPUSD3,1.5775,-0.615198,1560,4.76,17.29,
P11388,TOP2A,4.98074,-0.615743,27652,70.15,254.86,Act
Q9H944,MED20,1.87042,-0.616255,1731,8.62,31.32,
Q9UJX4,ANAPC5,0.861494,-0.617626,21288,28.25,102.63,
Q9UBC2,EPS15L1,2.8523,-0.618213,2637,5.11,18.56,
Q7L266,ASRGL1,2.92774,-0.619681,1682,5.99,21.76,
P62070,RRAS2,2.38031,-0.619986,1575,7.45,27.07,Act
Q9BV40,VAMP8,4.55343,-0.620165,2635,43.46,157.89,
Q9NRG9,AAAS,3.04968,-0.620921,5622,22.19,80.62,
P07099,EPHX1,3.43104,-0.621028,1416,9.22,33.5,
P48729,CSNK1A1,3.16347,-0.621105,14061,29.65,107.72,
Q9Y2X3,NOP58,5.7661,-0.6222,10751,53.21,193.31,
Q9Y4C8,RBM19,2.16598,-0.622652,3630,10.03,36.44,
P03928,MT-ATP8,2.82787,-0.62282,18065,1425.05,5177.22,
O95373,IPO7,4.3353,-0.623118,22682,51.12,185.72,
O75688,PPM1B,2.64815,-0.623521,2501,5.75,20.89,
P57678,GEMIN4,1.71927,-0.624991,5447,15.47,56.2,
P07311,ACYP1,2.5054,-0.625085,1287,11.42,41.49,
Q96CF2,CHMP4C,0.718619,-0.625736,1747,15.29,55.55,
Q9H0S4,DDX47,4.04538,-0.626034,399,1.29,4.69,
Q9NZU0,FLRT3,0.977475,-0.626329,749,2.36,8.57,
Q13641,TPBG,2.99454,-0.626512,1641,3.88,14.1,
Q99829,CPNE1,4.24844,-0.626586,4100,18.56,67.43,
Q15147,PLCB4,1.90045,-0.626922,3416,8.08,29.35,Act
P51587,BRCA2,3.12065,-0.627637,2726,3.63,13.19,LoF
P51587,BRCA2,3.12065,-0.627637,2726,3.63,13.19,LoF
Q8WUD4,CCDC12,1.59722,-0.62765,1082,3.72,13.51,
Q8NEM2,SHCBP1,2.45395,-0.628354,4379,16.04,58.27,
Q93034,CUL5,2.13081,-0.629448,5695,13.79,50.1,
Q9BWE0,REPIN1,-0.195463,-0.629593,11356,39.89,144.92,
Q9BTV4,TMEM43,3.88025,-0.63057,4935,22.56,81.96,
Q86W50,METTL16,1.86709,-0.631496,2588,4.73,17.18,
Q8IYH5,ZZZ3,0.43289,-0.632828,5108,9.26,33.64,
O60664,PLIN3,4.1468,-0.63397,1693,9.83,35.71,
Q04206,RELA,2.81036,-0.63399,3521,10.52,38.22,Act
Q92888,ARHGEF1,2.90397,-0.634361,2015,3.81,13.84,
Q9UDT6,CLIP2,3.43415,-0.635173,6970,15.56,56.53,
Q9UDT6,CLIP2,3.43415,-0.635173,6970,15.56,56.53,
P23368,ME2,5.05085,-0.636888,2955,5.15,18.71,
Q13425,SNTB2,2.6745,-0.637851,6149,10.17,36.95,
P49721,PSMB2,5.90036,-0.639659,8654,29.18,106.01,
Q7Z4R8,C6orf120,0.459044,-0.641265,2202,13.48,48.97,
P49454,CENPF,2.83716,-0.641748,23451,32.76,119.02,
P49454,CENPF,2.83716,-0.641748,23451,32.76,119.02,
Q969E4,TCEAL3,0.205142,-0.642369,457,3.24,11.77,
O14818,PSMA7,5.18745,-0.642638,8646,80.68,293.11,
P35609,ACTN2,4.12034,-0.642983,520,1.54,5.59,
Q96J42,TXNDC15,1.67869,-0.643541,1652,5.12,18.6,
Q9HB07,MYG1,3.67774,-0.643554,1580,10.28,37.35,
Q9NP73,ALG13,2.61842,-0.643851,3287,6.77,24.6,
Q9BTT6,LRRC1,0.953496,-0.643991,1990,6.64,24.12,
P82932,MRPS6,4.44982,-0.645512,918,3.49,12.68,
Q8IWA5,SLC44A2,2.1158,-0.646175,10262,32.13,116.73,
Q8IWA5,SLC44A2,2.1158,-0.646175,10262,32.13,116.73,
Q7Z4H3,HDDC2,2.43763,-0.648523,1239,3.44,12.5,
O43665,RGS10,1.69368,-0.648768,203,2.65,9.63,
Q9NY12,GAR1,4.28011,-0.648778,2565,20.47,74.37,
O95067,CCNB2,1.48809,-0.648956,5900,34.4,124.98,
O75665,OFD1,4.84519,-0.651211,2184,6.9,25.07,
Q9Y2E5,MAN2B2,0.912139,-0.651659,2295,4.21,15.3,
Q9ULE3,DENND2A,2.83689,-0.652709,10,0.03,0.11,
Q9P206,KIAA1522,2.59898,-0.652802,2474,6.77,24.6,
Q09666,AHNAK,6.90372,-0.653129,52406,43.96,159.71,
Q96RT7,TUBGCP6,0.432033,-0.653386,4389,9.32,33.86,
Q96RT7,TUBGCP6,0.432033,-0.653386,4389,9.32,33.86,
Q96GX2,ATXN7L3B,1.3709,-0.654163,18211,39.11,142.09,
Q9BRZ2,TRIM56,1.688,-0.655239,7966,11.64,42.29,
Q8WXD5,GEMIN6,1.75931,-0.655503,1083,4.06,14.75,
P68366,TUBA4A,4.33322,-0.655629,1807,7.23,26.27,
Q8TC36,SUN5,2.16278,-0.655635,0,0.0,0.0,
Q9P0K7,RAI14,2.74176,-0.656061,2727,5.79,21.04,
O95999,BCL10,1.99282,-0.656534,1014,5.87,21.33,ambiguous
Q9NWR8,MCUB,0.728479,-0.659253,1902,8.71,31.64,
O75071,EFCAB14,0.824187,-0.659557,7881,20.48,74.4,
Q9NRZ9,HELLS,2.519,-0.659678,14324,23.05,83.74,
Q709C8,VPS13C,1.13119,-0.661581,9524,8.19,29.75,
Q709C8,VPS13C,1.13119,-0.661581,9524,8.19,29.75,
O00151,PDLIM1,4.47363,-0.66212,1274,9.29,33.75,
Q8ND76,CCNY,1.08676,-0.662311,4925,14.0,50.86,
P12814,ACTN1,4.98634,-0.66292,7837,12.04,43.74,
P13473,LAMP2,5.00066,-0.664348,7012,20.72,75.28,
Q6ZRV2,FAM83H,2.8404,-0.664798,7245,20.92,76.0,
Q4VCS5,AMOT,2.42287,-0.665665,3745,7.19,26.12,
Q14451,GRB7,2.07663,-0.666194,1646,7.47,27.14,
P24821,TNC,2.85228,-0.667194,4267,7.23,26.27,ambiguous
P06865,HEXA,3.83008,-0.668072,1155,1.5,5.45,
Q15545,TAF7,0.983339,-0.668399,5965,35.77,129.95,
P63027,VAMP2,1.31247,-0.668953,3527,17.62,64.01,
P28070,PSMB4,4.9239,-0.669587,15654,118.45,430.33,
Q5T8I3,FAM102B,2.83978,-0.669732,3966,6.92,25.14,
Q99986,VRK1,3.0207,-0.672315,2115,12.59,45.74,
Q15041,ARL6IP1,3.38654,-0.672427,22967,102.3,371.66,
P60059,SEC61G,2.46205,-0.672804,4830,42.82,155.57,
Q9NR31,SAR1A,3.44993,-0.673584,7397,17.47,63.47,
Q68EM7,ARHGAP17,3.00355,-0.676768,1508,2.49,9.05,
Q9H7B2,RPF2,2.35562,-0.677041,7793,32.45,117.89,
O43272,PRODH,1.47286,-0.67799,127,0.24,0.87,
Q01085,TIAL1,4.06581,-0.679336,9581,21.27,77.27,
P04066,FUCA1,1.41563,-0.679418,1140,9.09,33.02,
Q14344,GNA13,3.14249,-0.680932,4210,13.47,48.94,LoF
Q6P9B6,MEAK7,1.51797,-0.682508,746,1.49,5.41,
P15428,HPGD,2.809,-0.683262,18009,53.19,193.24,
Q8NI36,WDR36,4.4272,-0.683404,7195,15.35,55.77,
P53701,HCCS,2.591,-0.684414,1911,13.36,48.54,
Q99959,PKP2,3.5574,-0.684515,1492,3.46,12.57,
Q9Y2H0,DLGAP4,1.27003,-0.684808,1952,3.63,13.19,
Q6WCQ1,MPRIP,3.02445,-0.686507,10640,9.6,34.88,
Q9HAT2,SIAE,0.906398,-0.686664,1914,3.84,13.95,
Q9HDC5,JPH1,1.06089,-0.687238,2040,7.61,27.65,
Q969P0,IGSF8,2.60297,-0.687437,1490,9.39,34.11,
Q05193,DNM1,0.84294,-0.688948,1359,2.51,9.12,
Q9BQB6,VKORC1,1.94143,-0.688995,898,6.69,24.3,
Q9NV06,DCAF13,2.8828,-0.691658,4161,7.39,26.85,
Q12996,CSTF3,3.27556,-0.692486,4631,16.74,60.82,
Q9BW19,KIFC1,2.52055,-0.692511,6250,30.51,110.84,Act
Q96KR1,ZFR,4.59817,-0.693518,7288,17.52,63.65,
Q9HAV4,XPO5,3.13766,-0.694981,7865,15.07,54.75,
Q9Y237,PIN4,1.79683,-0.694997,928,3.78,13.73,
P01130,LDLR,2.37177,-0.695738,7134,15.09,54.82,
Q13505,MTX1,3.31473,-0.696122,2991,14.9,54.13,
Q8IWD4,CCDC117,1.80961,-0.696406,616,2.33,8.46,
Q9NW81,DMAC2,2.27958,-0.696582,1983,7.39,26.85,
Q96RT1,ERBIN,2.90285,-0.696679,5787,9.25,33.61,
Q16181,SEPTIN7,4.78569,-0.697038,17015,26.99,98.06,
P05455,SSB,5.78694,-0.697521,6621,21.15,76.84,
Q9NY61,AATF,3.37637,-0.697551,3675,12.73,46.25,
P35527,KRT9,2.70365,-0.697734,0,0.0,0.0,
Q13201,MMRN1,2.23117,-0.698151,1,0.0,0.0,
Q9Y2H6,FNDC3A,2.34486,-0.698174,5822,12.35,44.87,
O00214,LGALS8,2.13342,-0.698849,6116,10.29,37.38,
Q9HD34,LYRM4,3.58249,-0.698851,1541,2.66,9.66,
Q9BXF6,RAB11FIP5,1.75409,-0.698875,722,1.99,7.23,
Q7KZI7,MARK2,1.75917,-0.700915,4275,11.34,41.2,ambiguous
Q9H115,NAPB,1.04713,-0.701748,3480,10.86,39.45,
O75911,DHRS3,1.67687,-0.702364,509,2.74,9.95,
Q9H4E7,DEF6,2.6179,-0.703425,687,4.41,16.02,
O00625,PIR,3.47637,-0.703471,1365,8.87,32.22,
Q96EV8,DTNBP1,1.42437,-0.704125,680,3.64,13.22,
Q9ULC3,RAB23,3.183,-0.706447,1015,3.36,12.21,
O14519,CDK2AP1,0.7995,-0.707387,4809,25.19,91.52,
Q9Y2J8,PADI2,3.03959,-0.707774,22,0.06,0.22,
P05166,PCCB,2.91698,-0.707852,5299,11.49,41.74,
O43237,DYNC1LI2,2.93815,-0.708083,11270,22.23,80.76,
P36952,SERPINB5,2.88336,-0.708145,92,0.38,1.38,
P27708,CAD,4.14647,-0.708426,9621,18.65,67.76,
P27708,CAD,4.14647,-0.708426,9621,18.65,67.76,
Q15046,KARS1,4.96809,-0.708776,10263,41.23,149.79,
Q7Z6M1,RABEPK,1.88019,-0.708903,1638,7.86,28.56,
O14939,PLD2,3.14245,-0.709847,1234,4.12,14.97,
O15551,CLDN3,1.6766,-0.710958,778,9.97,36.22,
O75915,ARL6IP5,4.6897,-0.712462,4960,32.11,116.66,
P23743,DGKA,1.72493,-0.714759,2301,3.68,13.37,
P07203,GPX1,3.49111,-0.717562,3920,44.92,163.2,
P61586,RHOA,4.25325,-0.718258,32317,204.38,742.52,ambiguous
Q8N3R9,MPP5,2.26229,-0.719167,3658,6.83,24.81,
Q15477,SKIV2L,2.21278,-0.719339,3085,9.05,32.88,
Q9NUL3,STAU2,1.78214,-0.723021,2748,4.99,18.13,
Q2TAL8,QRICH1,1.38207,-0.723136,6410,19.03,69.14,
Q5JTV8,TOR1AIP1,5.71937,-0.724068,6151,10.45,37.97,
P02786,TFRC,7.0155,-0.725871,37977,78.63,285.66,
P53611,RABGGTB,1.60593,-0.726146,5490,15.16,55.08,
O60825,PFKFB2,1.12846,-0.727322,6101,9.77,35.49,
O00479,HMGN4,2.16943,-0.727508,4037,51.74,187.97,
Q9P1U0,POLR1H,1.25454,-0.727762,643,2.86,10.39,
P55212,CASP6,3.05975,-0.731024,1812,15.23,55.33,
Q9NV31,IMP3,4.20859,-0.73107,2038,12.97,47.12,
P36507,MAP2K2,2.20437,-0.731261,3593,11.21,40.73,Act
O00203,AP3B1,2.62937,-0.731717,3238,7.23,26.27,
Q15019,SEPTIN2,5.09918,-0.733119,29171,64.56,234.55,
P07942,LAMB1,3.18091,-0.733601,3525,7.07,25.69,
Q86W42,THOC6,3.34543,-0.734776,2623,23.03,83.67,
Q9UHI6,DDX20,2.91083,-0.73492,3191,8.66,31.46,
P09668,CTSH,1.77558,-0.73493,1418,3.93,14.28,
Q96IG2,FBXL20,0.620138,-0.7362,2162,3.2,11.63,
Q9H0A0,NAT10,4.49085,-0.739249,6305,19.64,71.35,
O75694,NUP155,3.85382,-0.739881,12171,21.53,78.22,
Q99567,NUP88,4.28204,-0.741296,5208,16.06,58.35,
Q9UIQ6,LNPEP,2.39334,-0.741595,6343,6.78,24.63,
Q8TED1,GPX8,3.1735,-0.742264,1572,6.64,24.12,
P52895,AKR1C2,1.40122,-0.742612,1162,2.83,10.28,
Q9Y5Y6,ST14,2.37054,-0.743781,4235,15.9,57.76,
Q9BXK5,BCL2L13,3.58309,-0.743939,5047,10.76,39.09,
P13674,P4HA1,3.76332,-0.744336,4194,22.14,80.43,
Q9NZW5,MPP6,3.09591,-0.744988,2251,3.92,14.24,
O00515,LAD1,3.69885,-0.745057,2167,10.93,39.71,
Q6P9B9,INTS5,1.23934,-0.747391,2257,11.22,40.76,
Q6P2Q9,PRPF8,4.42024,-0.74756,44068,63.37,230.22,
Q00059,TFAM,5.51607,-0.748811,5746,16.74,60.82,
Q08J23,NSUN2,4.2982,-0.749437,10715,31.78,115.46,
P57737,CORO7,2.45485,-0.750529,142,0.26,0.94,
P50336,PPOX,1.00927,-0.750633,1117,3.96,14.39,
Q15003,NCAPH,3.30802,-0.750772,5945,29.61,107.57,
P61803,DAD1,2.25232,-0.751074,5474,110.63,401.92,
Q9Y5K3,PCYT1B,4.86631,-0.752273,22,0.06,0.22,
Q9NRK6,ABCB10,1.77168,-0.752999,4816,18.48,67.14,
Q86UP2,KTN1,5.28766,-0.754714,9990,9.28,33.71,fusion
Q9NZC3,GDE1,1.05048,-0.755407,6301,23.3,84.65,
Q99816,TSG101,2.41019,-0.756092,4006,17.04,61.91,
Q15124,PGM5,3.73679,-0.756216,14,0.03,0.11,
Q14807,KIF22,2.92776,-0.758404,7750,29.35,106.63,
Q68CZ1,RPGRIP1L,4.22939,-0.759338,3861,4.9,17.8,
O95989,NUDT3,2.34983,-0.759429,2275,3.75,13.62,
P01286,GHRH,2.58362,-0.761169,0,0.0,0.0,
Q9UJX2,CDC23,1.54161,-0.766587,5830,20.61,74.88,
P60953,CDC42,6.41097,-0.766684,16380,74.34,270.08,
Q9BQS8,FYCO1,0.793958,-0.768608,5128,9.41,34.19,
P42224,STAT1,2.87938,-0.769124,4286,11.56,42.0,
P16422,EPCAM,3.22412,-0.769895,4887,31.68,115.09,
Q16537,PPP2R5E,1.28679,-0.771182,5627,10.0,36.33,
O43491,EPB41L2,3.74149,-0.771254,1332,2.12,7.7,
Q16799,RTN1,1.08883,-0.77277,397,1.04,3.78,
Q8NC44,RETREG2,0.863442,-0.773887,5579,16.01,58.16,
P30566,ADSL,3.34132,-0.774062,5411,15.69,57.0,
P18564,ITGB6,3.12363,-0.774524,23,0.06,0.22,
P51812,RPS6KA3,2.08988,-0.776303,3434,6.35,23.07,LoF
O75569,PRKRA,2.76518,-0.777531,1486,6.16,22.38,
Q96EY5,MVB12A,2.3843,-0.777643,1397,5.63,20.45,
Q14653,IRF3,2.98143,-0.777962,3214,13.83,50.24,
P51114,FXR1,4.80131,-0.778211,8216,11.13,40.44,
O95154,AKR7A3,2.37538,-0.778947,497,4.75,17.26,
P33527,ABCC1,2.62161,-0.77938,2630,5.67,20.6,
Q15149,PLEC,5.79171,-0.780309,6717,6.46,23.47,
P56192,MARS1,4.34978,-0.781541,15049,34.97,127.05,
P41743,PRKCI,1.79515,-0.78221,6609,18.48,67.14,
Q13409,DYNC1I2,3.65321,-0.783159,3409,11.86,43.09,
Q9BYC5,FUT8,2.24223,-0.783304,824,2.01,7.3,
Q9UI26,IPO11,1.49215,-0.784928,2330,5.05,18.35,
Q9Y625,GPC6,2.17775,-0.784983,2357,5.95,21.62,
Q7Z460,CLASP1,2.24687,-0.786061,2844,4.2,15.26,
Q16594,TAF9,0.614977,-0.786316,5256,33.3,120.98,
Q96C23,GALM,1.81542,-0.788649,531,3.11,11.3,
P32856,STX2,1.39944,-0.789057,1081,4.74,17.22,
O00142,TK2,0.755819,-0.790657,2200,5.01,18.2,
Q9BQ70,TCF25,0.625592,-0.79075,5759,12.7,46.14,
Q5VV42,CDKAL1,2.2335,-0.79143,1328,4.71,17.11,
O94906,PRPF6,5.09516,-0.792751,5223,28.02,101.8,
Q9NVZ3,NECAP2,2.49827,-0.794916,2063,6.06,22.02,
P04440,HLA-DPB1,3.08751,-0.796426,29,0.17,0.62,
P08729,KRT7,4.06278,-0.797632,2000,7.98,28.99,
P09884,POLA1,2.02341,-0.797745,4831,12.45,45.23,
Q9BS16,CENPK,0.467437,-0.797878,4032,15.27,55.48,
P49427,CDC34,1.6744,-0.798532,1158,9.73,35.35,
P17302,GJA1,1.3134,-0.799281,11801,63.45,230.52,
Q96AZ6,ISG20,0.760058,-0.800618,426,0.94,3.42,
Q7Z4F1,LRP10,2.38233,-0.802958,3599,8.26,30.01,
O75486,SUPT3H,-0.102421,-0.802984,280,0.88,3.2,
Q15276,RABEP1,2.18277,-0.803443,9034,22.59,82.07,LoF
O95104,SCAF4,2.56855,-0.803459,2235,6.18,22.45,
Q32P44,EML3,1.60959,-0.803998,1417,4.21,15.3,
P05556,ITGB1,6.13033,-0.805147,23828,64.73,235.17,
Q8WY54,PPM1E,1.33188,-0.805345,3137,7.83,28.45,
P17676,CEBPB,2.55595,-0.807928,513,4.28,15.55,
P05186,ALPL,3.05758,-0.808713,886,4.81,17.47,
Q9NX74,DUS2,0.827571,-0.809522,1142,4.17,15.15,
Q8NGC2,OR4E2,2.46706,-0.811993,0,0.0,0.0,
Q9BYJ9,YTHDF1,2.3618,-0.816511,4626,22.88,83.12,
Q14738,PPP2R5D,2.29171,-0.818322,5042,24.84,90.24,
Q5VYY1,ANKRD22,2.29635,-0.818994,194,1.83,6.65,
O95219,SNX4,1.63179,-0.820986,4742,28.58,103.83,
Q9H5V9,STEEP1,1.41845,-0.821414,1463,9.26,33.64,
Q96LA8,PRMT6,1.23679,-0.82142,4449,27.77,100.89,
Q9NTJ3,SMC4,3.75316,-0.821456,11873,22.92,83.27,
Q9Y3B4,SF3B6,4.98424,-0.821954,3233,44.1,160.22,
Q92620,DHX38,1.01822,-0.823905,4805,12.33,44.8,
O76038,SCGN,2.55852,-0.824101,277,3.05,11.08,
Q9P2B2,PTGFRN,2.93251,-0.824458,3476,8.94,32.48,
O14530,TXNDC9,1.99866,-0.825204,2231,12.94,47.01,
Q9UBX3,SLC25A10,2.16007,-0.825297,1431,8.92,32.41,
P26599,PTBP1,7.13242,-0.825372,18420,43.7,158.76,
Q9ULH0,KIDINS220,1.56902,-0.826343,7707,11.36,41.27,
Q8NB78,KDM1B,0.867326,-0.828422,3713,13.19,47.92,
Q00653,NFKB2,1.93332,-0.828645,3129,11.39,41.38,ambiguous
O60832,DKC1,4.52134,-0.830664,10763,41.82,151.93,
Q6NXE6,ARMC6,2.47806,-0.832919,2175,8.77,31.86,
Q92979,EMG1,2.68657,-0.833752,2751,9.64,35.02,
Q96BP3,PPWD1,2.40187,-0.833929,3177,13.74,49.92,
O95749,GGPS1,0.640489,-0.834896,7230,30.99,112.59,
Q53GQ0,HSD17B12,4.24568,-0.835661,4156,7.89,28.66,
Q9UBL3,ASH2L,2.81574,-0.836524,4761,13.15,47.77,
Q96NC0,ZMAT2,2.41761,-0.83694,3938,35.49,128.94,
Q92908,GATA6,1.48915,-0.84045,504,2.09,7.59,
Q8NBX0,SCCPDH,4.12779,-0.841449,3176,20.72,75.28,
Q16222,UAP1,2.33728,-0.841663,5960,28.32,102.89,
P62166,NCS1,1.83303,-0.845086,2541,7.85,28.52,
P62330,ARF6,2.19468,-0.845527,7200,30.42,110.52,
Q14739,LBR,5.36938,-0.84663,11627,36.12,131.22,
Q969V3,NCLN,5.1332,-0.848013,4337,16.96,61.62,
Q9NYL9,TMOD3,4.54195,-0.84822,7388,11.35,41.23,
P06396,GSN,3.63246,-0.848273,354,0.52,1.89,
P49354,FNTA,1.93491,-0.851148,4404,7.53,27.36,
Q9H7E2,TDRD3,1.72092,-0.852838,1655,3.97,14.42,
O75718,CRTAP,3.05194,-0.852902,5808,14.17,51.48,
P47756,CAPZB,5.86034,-0.853938,9082,45.8,166.39,
P17706,PTPN2,1.43489,-0.853978,1952,4.61,16.75,
